"idIngredient","idRecipe","libelle"
"38","401","crème liquide (environ 20 cl)"
"38","430","1 l de crème liquide lleurette allégée"
"38","436","1⁄4 crème liquide"
"38","460","25 cl de crème liquide"
"38","512","25 cl de crème liquide"
"38","532","230 g de crème liquide entière bien froide"
"38","546","10 cl de crème liquide"
"38","551","10 cl de crème liquide"
"38","602","10 cl de crème liquide"
"38","725","20 cl de crème liquide"
"38","750","10 cl de crème liquide"
"38","751","25 cl de crème liquide"
"38","768","20 cl de crème liquide à 15% de matière grasse"
"38","776","20 cl de crème liquide"
"38","802","40 cl de crème liquide"
"38","832","20 cl de crème liquide"
"38","850","50 g de crème liquide"
"38","867","10 cl de crème liquide"
"38","883","20 cl de crème liquide"
"38","885","20 cl de crème liquide"
"38","887","50 cl de crème liquide entière"
"38","911","40 cl de crème liquide"
"38","945","40 cl de crème liquide (entière ou allégée)"
"38","971","20 cl de crème liquide"
"38","974","250 g de crème liquide entière"
"38","986","25 cl de crème liquide"
"38","987","10 cl de crème liquide légère"
"38","992","20 cl de crème liquide"
"39","5","120 g de chocolat noir + 8 carrés (5 g)"
"39","36","300 g de chocolat noir (52% cacao)"
"39","71","200 g de chocolat noir"
"39","83","80 g de chocolat noir"
"39","142","100 g de chocolat noir pour les copeaux"
"39","182","100 g de chocolat noir"
"39","185","100 g de chocolat noir ou pâtissier"
"39","195","200 g de chocolat noir"
"39","202","100 g de chocolat noir"
"39","239","200 g de chocolat noir"
"39","244","225 g de chocolat noir"
"39","279","40 g de chocolat noir"
"39","306","200 g de chocolat noir"
"39","311","150 g de chocolat noir à pâtissier"
"39","312","160 g de chocolat noir pâtissier"
"39","321","150 g de chocolat noir"
"39","355","200 g de chocolat noir"
"39","360","200 g de chocolat noir à croquer (1 tablette)"
"39","410","250 g de chocolat noir de bonne qualité"
"39","437","100 g de chocolat noir pâtissier"
"39","534","150 g de chocolat noir à croquer"
"39","587","150 g de chocolat noir extra"
"39","641","60 g de chocolat noir"
"39","744","200 g de chocolat noir pâtissier"
"39","749","125 g de chocolat noir"
"39","752","125 g de chocolat noir"
"39","781","80 g de chocolat noir"
"39","794","100 g de chocolat noir"
"39","861","100 g de chocolat noir aux amandes"
"39","889","chocolat noir"
"39","897","100 g de chocolat noir"
"39","944","200 g de chocolat noir dessert"
"39","962","1 tablette de chocolat noir (120 g)"
"39","990","80 g de chocolat noir pâtissier"
"40","5","80 g de sucre semoule"
"40","12","30 g de sucre semoule"
"40","14","250 g de sucre semoule"
"40","46","150 g de sucre semoule"
"40","47","120 g de sucre semoule"
"40","70","75 g de sucre semoule"
"40","98","125 g de sucre semoule"
"40","152","50 g de sucre semoule"
"40","153","2 pots de sucre semoule"
"40","164","125 g de sucre semoule"
"40","180","100 g de sucre semoule"
"40","181","1 c.à.s rase de sucre semoule"
"40","204","150 g de sucre semoule"
"40","205","50 g de sucre semoule"
"40","244","190 g de sucre semoule"
"40","278","100 g de sucre semoule"
"40","355","250 g de sucre semoule"
"40","404","400 g de sucre semoule ,"
"40","425","60 g de sucre semoule (sucre en poudre)"
"40","441","100 g de sucre semoule"
"40","451","100 g de sucre semoule"
"40","468","2 pots de sucre semoule"
"40","587","150 g de sucre semoule"
"40","590","250 g de sucre semoule"
"40","641","150 g de sucre semoule"
"40","690","2 pots de sucre semoule"
"40","691","3⁄4 sucre semoule"
"40","733","200 g de sucre semoule"
"40","740","250 g de sucre semoule"
"40","791","150 g de sucre semoule"
"40","794","120 g de sucre semoule"
"40","959","90 g de sucre semoule"
"41","5","35 g de beurre doux"
"41","12","65 g de beurre doux"
"41","44","125 g de beurre doux"
"41","46","125 g de beurre doux"
"41","71","125 g de beurre doux"
"41","180","100 g de beurre doux"
"41","181","100 g de beurre doux"
"41","204","125 g de beurre doux fondu"
"41","355","125 g de beurre doux"
"41","410","100 g de beurre doux"
"41","731","85 g de beurre doux"
"41","738","200 g de beurre doux ou demi-sel"
"41","797","75 g de beurre doux"
"42","6","1 sachet de sucre vanillé"
"42","8","1 sachet de sucre vanillé"
"42","9","1 sachet de sucre vanillé"
"42","20","1 sachet de sucre vanillé"
"42","21","1 sachet de sucre vanillé"
"42","39","1 sachet de sucre vanillé"
"42","44","1 sachet de sucre vanillé"
"42","47","1 paquet de sucre vanillé"
"42","52","1 sachet de sucre vanillé"
"42","61","1 paquet de sucre vanillé"
"42","73","1 sachet de sucre vanillé"
"42","87","1 sachet de sucre vanillé"
"42","92","3 sachets de sucre vanillé"
"42","99","1 sachet de sucre vanillé"
"42","117","1 sachet de sucre vanillé"
"42","121","1 sachet de sucre vanillé"
"42","130","1 sachet de sucre vanillé"
"42","133","1 sachet de sucre vanillé"
"42","142","4 paquets de sucre vanillé"
"42","149","7.5 g de sucre vanillé"
"42","158","1 sachet de sucre vanillé"
"42","181","1 sachet de sucre vanillé"
"42","182","1 sachet de sucre vanillé ou 1 pincée de sel"
"42","185","1 paquet de sucre vanillé"
"42","188","1 sachet de sucre vanillé (facultatif)"
"42","190","1 sachet de sucre vanillé"
"42","198","1 sachet de sucre vanillé"
"42","199","1 sachet de sucre vanillé"
"42","203","1 sachet de sucre vanillé"
"42","205","2 sachets de sucre vanillé"
"42","209","1 paquet de sucre vanillé"
"42","228","1 sachet de sucre vanillé"
"42","231","1 sachet de sucre vanillé"
"42","248","1 sachet de sucre vanillé"
"42","256","4 sachets de sucre vanillé"
"42","261","1 sachet de sucre vanillé"
"42","270","1 sachet de sucre vanillé"
"42","278","1 sachet de sucre vanillé"
"42","280","2 sachets de sucre vanillé"
"42","286","2 sachets de sucre vanillé"
"42","290","1 sachet de sucre vanillé"
"42","315","1 sachet de sucre vanillé"
"42","334","1 sachet de sucre vanillé"
"42","348","1 sachet de sucre vanillé"
"42","371","1 paquet de sucre vanillé"
"42","379","1 sachet de sucre vanillé"
"42","385","2 sachets de sucre vanillé"
"42","397","1 sachet de sucre vanillé"
"42","410","7.5 g de sucre vanillé"
"42","412","1 sachet de sucre vanillé"
"42","413","1 sachet de sucre vanillé"
"42","451","1 sachet de sucre vanillé"
"42","465","1 sachet de sucre vanillé"
"42","468","1 sachet de sucre vanillé"
"42","482","1 sachet de sucre vanillé"
"42","483","7.5 g de sucre vanillé"
"42","504","1 sachet de sucre vanillé"
"42","511","1 sachet de sucre vanillé"
"42","520","1 sachet de sucre vanillé"
"42","533","2 sachets de sucre vanillé"
"42","535","1 sachet de sucre vanillé"
"42","563","1 sachet de sucre vanillé"
"42","572","2 paquets de sucre vanillé"
"42","581","2 sachets de sucre vanillé"
"42","585","1 sachet de sucre vanillé"
"42","590","2 sachets de sucre vanillé"
"42","649","1 sachet de sucre vanillé"
"42","650","1 sachet de sucre vanillé"
"42","664","1 sachet de sucre vanillé"
"42","676","2 sachets de sucre vanillé"
"42","687","1 paquet de sucre vanillé"
"42","688","1 sachet de sucre vanillé"
"42","700","2 sachets de sucre vanillé"
"42","711","1 sachet de sucre vanillé"
"42","721","1 sachet de sucre vanillé"
"42","726","1 sachet de sucre vanillé"
"42","731","1 sachet de sucre vanillé"
"42","733","1 sachet de sucre vanillé"
"42","741","1 sachet de sucre vanillé"
"42","759","sucre vanillé"
"42","767","1 sachet de sucre vanillé"
"42","770","1 sachet de sucre vanillé"
"42","776","1 sachet de sucre vanillé"
"42","797","2 sachets de sucre vanillé"
"42","814","1 sachet de sucre vanillé"
"42","824","1 paquet de sucre vanillé"
"42","827","1 sachet de sucre vanillé"
"42","842","1 paquet de sucre vanillé"
"42","871","1 sachet de sucre vanillé"
"42","879","1 sachet de sucre vanillé"
"42","885","1 sachet de sucre vanillé"
"42","891","1 sachet de sucre vanillé"
"42","928","  de sucre vanillé"
"42","938","1 sachet de sucre vanillé"
"42","943","1 paquet de sucre vanillé"
"42","978","1 sachet de sucre vanillé"
"43","6","orange ou de clémentine"
"43","104","  d'orange ou de citron pour parfumer"
"43","133","orange"
"43","272","orange"
"43","329","1 c.à.s d'orange confits"
"43","454","16 tranches d'orange"
"43","597","1 zeste d'orange"
"43","600","1 zeste d'orange"
"43","608","1 orange"
"43","722","4 oranges"
"43","739","3 oranges non traitées après récolte"
"43","863","5 oranges"
"43","909","orange"
"43","976","1 orange"
"44","6","100 g de riz blanc rond"
"44","976","400 g de riz blanc et riz sauvage,"
"45","7","4 courgettes"
"45","15","2 courgettes"
"45","41","2 courgettes"
"45","56","1 courgette"
"45","86","350 g de courgette"
"45","93","1 kg de courgette"
"45","102","1 kg de courgette"
"45","135","4 courgettes"
"45","145","1⁄2 courgette"
"45","150","1 kg de courgette"
"45","160","6 courgettes de taille moyenne"
"45","175","2 courgettes"
"45","214","4 courgettes"
"45","216","1 kg de courgette"
"45","223","200 g de courgette poêlées (à l'huile d'olive)"
"45","225","1 kg de courgette"
"45","236","2 courgettes (ou 3 petites)"
"45","258","1 courgette ou 2 moyennes"
"45","266","2 courgettes"
"45","274","1 courgette ou 2 petites"
"45","289","2 courgettes"
"45","291","3 courgettes"
"45","301","1 courgette ou 2 petites"
"45","336","700 g de courgette"
"45","341","350 g de courgette"
"45","343","2 courgettes"
"45","383","1 courgette"
"45","416","2 kg de courgette"
"45","419","1 courgette"
"45","421","2 courgettes"
"45","422","2 courgettes"
"45","435","4 courgettes moyennes"
"45","439","500 g de courgette"
"45","460","4 courgettes (pas trop grosses)"
"45","462","6 courgettes moyennes"
"45","487","5 courgettes charnues"
"45","489","3 courgettes (ou 4 moyennes)"
"45","509","300 g de courgette"
"45","515","1 kg de courgette"
"45","549","600 g de courgette"
"45","555","4 courgettes"
"45","557","500 g de courgette"
"45","560","2 courgettes"
"45","565","1 kg de courgette"
"45","602","4 courgettes rondes"
"45","603","180 g de courgette cuites et mixées"
"45","656","3 courgettes"
"45","657","3 courgettes"
"45","692","6 courgettes"
"45","732","3 courgettes"
"45","773","2 courgettes"
"45","775","4 courgettes"
"45","778","500 g de courgette"
"45","783","1.5 kg de courgette"
"45","807","3 courgettes de taille moyenne"
"45","809","2 courgettes"
"45","819","4 courgettes"
"45","834","1 kg de courgette coupées en rondelles"
"45","854","8 courgettes"
"45","882","2 courgettes"
"45","901","1 courgette"
"45","911","3 courgettes"
"45","937","1 courgette"
"45","977","1 courgette"
"46","7","100 g de gruyère râpé"
"46","10","100 g de gruyère râpé"
"46","17","200 g de gruyère râpé"
"46","23","75 g de gruyère râpé"
"46","60","150 g de gruyère râpé"
"46","64","gruyère râpé (1 sachet)"
"46","118","150 g de gruyère râpé"
"46","124","50 g de gruyère râpé"
"46","135","400 g de gruyère râpé"
"46","140","75 g de gruyère râpé"
"46","156","100 g de gruyère râpé"
"46","160","1 sachet de gruyère râpé"
"46","174","25 g de gruyère râpé ..."
"46","236","30 g de gruyère râpé"
"46","243","100 g de gruyère râpé"
"46","258","gruyère râpé"
"46","268","50 g de gruyère râpé"
"46","274","30 g de gruyère râpé"
"46","301","gruyère râpé"
"46","322","gruyère râpé"
"46","341","45 g de gruyère râpé"
"46","363","75 g de gruyère râpé"
"46","365","gruyère râpé"
"46","370","100 g de gruyère râpé"
"46","386","gruyère râpé"
"46","388","100 g de gruyère râpé"
"46","419","3 pincées de gruyère râpé"
"46","427","100 g de gruyère râpé"
"46","455","gruyère râpé"
"46","461","gruyère râpé"
"46","473","100 g de gruyère râpé"
"46","492","100 g de gruyère râpé"
"46","515","gruyère râpé ou parmesan"
"46","548","300 g de gruyère râpé"
"46","551","100 g de gruyère râpé"
"46","565","gruyère râpé"
"46","591","150 g de gruyère râpé"
"46","595","45 g de gruyère râpé"
"46","602","gruyère râpé"
"46","614","150 g de gruyère râpé"
"46","657","100 g de gruyère râpé"
"46","658","gruyère râpé"
"46","673","100 g de gruyère râpé"
"46","677","300 g de gruyère râpé (300g)"
"46","679","150 g de gruyère râpé"
"46","692","gruyère râpé"
"46","694","150 g de gruyère râpé"
"46","712","50 g de gruyère râpé"
"46","736","1 sachet de gruyère râpé 200 g"
"46","746","gruyère râpé"
"46","753","200 g de gruyère râpé"
"46","777","75 g de gruyère râpé"
"46","778","75 g de gruyère râpé"
"46","782","100 g de gruyère râpé"
"46","787","gruyère râpé"
"46","834","100 g de gruyère râpé"
"46","849","75 g de gruyère râpé"
"46","868","100 g de gruyère râpé"
"46","870","30 g de gruyère râpé"
"46","874","200 g de gruyère râpé"
"46","875","gruyère râpé"
"46","899","gruyère râpé"
"46","905","1 poignée de gruyère râpé"
"46","911","gruyère râpé"
"46","912","gruyère râpé"
"46","935","gruyère râpé"
"46","937","75 g de gruyère râpé"
"46","958","gruyère râpé"
"46","961","100 g de gruyère râpé"
"46","985","gruyère râpé (quantité selon goût)"
"46","992","100 g de gruyère râpé"
"46","993","50 g de gruyère râpé"
"47","8","100 g de sucre roux"
"47","39","80 g de sucre roux"
"47","130","150 g de sucre roux"
"47","188","5 cuillères de sucre roux (100 g)"
"47","245","130 g de sucre roux"
"47","276","100 g de sucre roux en poudre"
"47","423","750 g de sucre roux"
"47","597","250 g de sucre roux"
"47","655","100 g de sucre roux"
"47","756","200 g de sucre roux"
"47","791","200 g de sucre roux de canne"
"47","801","150 g de sucre roux en poudre"
"47","812","50 g de sucre roux"
"47","830","1 petite c.à.s de sucre roux"
"47","861","100 g de sucre roux"
"47","889","100 g de sucre roux (ou vergeoise)"
"47","891","2 c.à.s de sucre roux de canne"
"48","8","24 biscuits à la cuillère"
"48","87","24 biscuits à la cuillère"
"48","90","200 g de biscuits à la cuillère"
"48","121","26 biscuits à la cuillère"
"48","260","48 biscuits à la cuillère"
"48","263","40 biscuits à la cuillère environ"
"48","276","250 g de biscuits à la cuillère"
"48","500","12 biscuits à la cuillère"
"48","547","24 biscuits à la cuillère"
"48","683","1 paquet de biscuits à la cuillère"
"48","845","24 biscuits à la cuillère (environ)"
"49","8","30 g de cacao amer"
"49","276","  de cacao amer en poudre"
"50","8","250 g de mascarpone"
"50","39","250 g de mascarpone"
"50","78","250 g de mascarpone"
"50","87","250 g de mascarpone"
"50","90","200 g de mascarpone"
"50","178","500 g de mascarpone"
"50","198","125 g de mascarpone"
"50","260","500 g de mascarpone"
"50","263","1 barquette de mascarpone"
"50","270","250 g de mascarpone"
"50","276","500 g de mascarpone"
"50","287","3 c.à.s de mascarpone"
"50","315","1 pot de mascarpone"
"50","381","250 g de mascarpone"
"50","385","300 g de mascarpone"
"50","397","250 g de mascarpone"
"50","438","250 g de mascarpone"
"50","440","250 g de mascarpone"
"50","471","250 g de mascarpone"
"50","500","250 g de mascarpone"
"50","532","150 g de mascarpone"
"50","566","250 g de mascarpone"
"50","640","250 g de mascarpone"
"50","658","500 g de mascarpone"
"50","683","500 g de mascarpone"
"50","767","250 g de mascarpone"
"50","772","250 g de mascarpone"
"50","821","125 g de mascarpone"
"50","845","250 g de mascarpone"
"50","854","1 pot de mascarpone"
"50","859","500 g de mascarpone"
"50","885","250 g de mascarpone"
"50","892","500 g de mascarpone"
"50","974","250 g de mascarpone"
"50","980","2 pots de mascarpone"
"51","8","50 cl de café noir non sucré"
"51","39","2 tasses de café noir assez fort"
"51","178","30 cl de café très fort tiède"
"51","260","35 cl de café fort froid"
"51","276","15 cl de café très fort et froid"
"52","9","150 g de farine de blé"
"52","92","360 g de farine de blé"
"52","248","135 g de farine de blé"
"52","256","250 g de farine de blé"
"52","493","300 g de farine de blé"
"52","583","250 g de farine de blé ou seigle"
"53","9","6 pommes (des Canada par exemple)"
"53","18","3 pommes (ou 3 poires)"
"53","21","3 pommes (selon la grosseur)"
"53","47","3 pommes"
"53","52","6 pommes Golden"
"53","75","1 pomme reinette du vigan ou pomme verte"
"53","141","3 pommes pas trop acides (style elstar)"
"53","149","4 pommes"
"53","172","3 pommes jaunes"
"53","218","3 pommes ( selon la grosseur)"
"53","275","5 pommes"
"53","280","8 pommes golden bien jaunes"
"53","299","4 pommes (type reinettes ou royal gala)"
"53","348","3 pommes"
"53","362","3 pommes"
"53","378","1 pomme type Golden ou 1 poire Williams"
"53","514","1 pomme"
"53","521","2 pommes"
"53","571","1 pomme"
"53","577","1 demi de pomme"
"53","582","2 pommes"
"53","589","2 pommes granny"
"53","612","1 kg de pomme"
"53","624","1 pomme (golden, royal gala...)"
"53","646","4 pommes"
"53","653","1 pomme"
"53","664","1 pomme en lamelles"
"53","685","2 pommes (1 verte et une granny)"
"53","687","3 pommes (ou plus, si elles sont petites)"
"53","716","6 pommes"
"53","721","3 pommes (Jonagold_Golden_...)"
"53","740","1 kg de pomme"
"53","759","2 pommes et 2 poires"
"53","774","6 pommes sucrées"
"53","793","4 pommes Golden (ou autres)"
"53","798","3 pommes"
"53","867","1 pomme granny"
"53","884","2 pommes de terrre"
"53","885","3 pommes golden"
"53","891","3 pommes Jonagold"
"53","898","2 pommes"
"53","934","3 pommes Golden"
"53","939","3 pommes golden"
"54","9","150 g de cassonade"
"54","49","1 c.à.s de cassonade"
"54","51","50 g de cassonade"
"54","133","150 g de cassonade"
"54","218","80 g de cassonade"
"54","242","50 g de cassonade brune (ou du sucre blanc)"
"54","284","20 g de cassonade"
"54","334","90 g de cassonade (sucre roux)"
"54","523","3 c.à.s de cassonade ou vergeoise"
"54","538","300 g de cassonade"
"54","563","50 g de cassonade"
"54","583","100 g de cassonade"
"54","629","120 g de cassonade ou sucre blanc"
"54","749","50 g de cassonade"
"54","913","150 g de cassonade"
"55","23","100 g de dés de jambon"
"55","751","100 g de dés de jambon"
"55","753","1 paquet de dés de jambon blanc"
"55","988","200 g de dés de jambon"
"56","11","4 cuisses de canard confites"
"56","77","4 cuisses de canard"
"56","729","1 cuisse de canard pour deux personnes"
"57","11","2 échalotes"
"57","37","10 échalotes"
"57","68","5 échalotes (ou à défaut, oignons)"
"57","94","2 échalotes"
"57","95","2 échalotes émincée"
"57","192","6 échalotes"
"57","234","3 échalotes"
"57","254","1 échalote"
"57","257","5 échalotes"
"57","297","4 échalotes"
"57","299","1 échalote"
"57","317","1 échalote"
"57","329","3 échalotes"
"57","333","1 échalote"
"57","344","1 échalote"
"57","345","500 g d'échalote"
"57","354","1 échalote ou oignons rouges"
"57","361","1 échalote"
"57","368","1⁄2 échalote coupée finement"
"57","382","1 échalote"
"57","392","échalote"
"57","405","échalote (1_2, coupée en petits bouts)"
"57","452","2 échalotes"
"57","454","2 échalotes"
"57","495","1 échalote"
"57","496","4 échalotes"
"57","514","2 échalotes"
"57","519","1 échalote grise ou 1 très petit oignon coupé en 2"
"57","522","4 échalotes"
"57","529","4 échalotes"
"57","544","3 échalotes + 1 grosse"
"57","578","2 échalotes"
"57","599","2 échalotes"
"57","601","6 échalotes"
"57","602","1 échalote longue"
"57","608","2 échalotes hachées fin"
"57","625","1 échalote finement émincée"
"57","627","12 échalotes pelées"
"57","637","1 échalote"
"57","658","2 échalotes"
"57","661","1 échalote"
"57","668","6 échalotes"
"57","669","1 échalote"
"57","703","2 échalotes"
"57","706","échalote , à volonté"
"57","709","1 échalote"
"57","768","4 échalotes"
"57","795","2 échalotes"
"57","864","4 échalotes"
"57","867","1 échalote"
"57","877","1 échalote"
"57","886","2 échalotes"
"57","901","1 échalote"
"57","915","1 échalote"
"57","932","2 échalotes"
"57","941","1 échalote"
"57","983","2 échalotes"
"57","987","3 échalotes"
"58","12","1 sachet de levure traditionnelle"
"58","19","1 bonne cuillère à café de levure"
"58","29","1 c.à.c de levure"
"58","44","1⁄2 sachet de levure"
"58","51","1⁄2 sachet de levure"
"58","65","1⁄2 paquet de levure"
"58","66","1 sachet de levure de boulangerie express"
"58","76","1 sachet de levure boulangère spéciale pain"
"58","98","1 c.à.c de levure en poudre"
"58","116","1 c.à.c de levure"
"58","119","1⁄2 sachet de levure"
"58","128","1 c.à.c de levure"
"58","130","1 sachet de levure"
"58","170","1 sachet de levure"
"58","172","1 sachet de levure"
"58","187","3 g de levure (1 cuillère à café)"
"58","190","1⁄2 sachet de levure"
"58","199","  de levure dans les blancs"
"58","223","1 sachet de levure"
"58","228","1⁄2 sachet de levure"
"58","235","1 sachet de levure boulangère"
"58","243","1 paquet de levure"
"58","245","1⁄2 sachet de levure"
"58","248","1 sachet de levure"
"58","251","1⁄2 paquet de levure"
"58","334","1⁄2 c.à.s de levure"
"58","348","1⁄2 paquet de levure"
"58","355","1⁄2 sachet de levure"
"58","356","1 sachet de levure"
"58","371","1 paquet de levure (chimique)"
"58","372","1 sachet de levure"
"58","380","1 c.à.c de levure"
"58","384","6 g de levure (1_2 sachet)"
"58","388","1 sachet de levure"
"58","413","1⁄2 sachet de levure"
"58","427","1 sachet de levure"
"58","468","1 sachet de levure"
"58","482","1 sachet de levure"
"58","488","1 sachet de levure"
"58","491","1 sachet de levure"
"58","492","1 sachet de levure"
"58","504","1 sachet de levure"
"58","527","1⁄2 paquet de levure"
"58","531","1⁄2 sachet de levure"
"58","533","1 c.à.c de levure"
"58","538","1⁄2 sachet de levure"
"58","550","1 sachet de levure"
"58","581","1⁄2 sachet de levure"
"58","582","1.5 levure"
"58","583","1⁄2 paquet de levure"
"58","603","1 sachet de levure"
"58","607","1 sachet de levure boulangère"
"58","614","1 sachet de levure"
"58","630","20 g de levure de bière"
"58","650","1 sachet de levure"
"58","673","1 sachet de levure"
"58","682","30 g de levure de boulangerie (en cube)"
"58","693","25 g de levure boulangère"
"58","719","2 c.à.c de levure"
"58","722","1⁄2 sachet de levure"
"58","726","1 sachet de levure"
"58","752","1⁄2 sachet de levure"
"58","761","1.5 c.à.c de levure"
"58","798","1⁄2 sachet de levure"
"58","824","1⁄2 paquet de levure"
"58","843","3 g de levure"
"58","861","1⁄2 sachet de levure"
"58","869","1 sachet de levure alsacienne"
"58","887","1 sachet de levure"
"58","895","1 sachet de levure"
"58","900","2 c.à.c de levure déshydratée (type briochin)"
"58","963","25 g de levure de bière (fraîche)"
"58","970","1⁄2 sachet de levure"
"58","975","1 sachet de levure"
"59","13","1 gousse de vanille"
"59","31","1 gousse de vanille ou extrait de vanille"
"59","53","vanille en poudre"
"59","57","1 gousse de vanille"
"59","65","vanille"
"59","82","1⁄2 gousse de vanille"
"59","107","2 gouttes de vanille ou 1 sachet de sucre vanillé"
"59","183","1 gousse de vanille"
"59","202","vanille ou 1 sachet de sucre vanillé"
"59","295","1 gousse de vanille fendue"
"59","375","1⁄2 c.à.c de vanille liquide"
"59","385","2 c.à.c de vanille liquide"
"59","423","3 gousses de vanille"
"59","431","1 gousse de vanille"
"59","471","1 pincée de vanille en poudre"
"59","481","1 gousse de vanille"
"59","532","vanille"
"59","569","1 gousse de vanille"
"59","643","vanille pour parfumer"
"59","644","1⁄4 gousse de vanille"
"59","655","1⁄2 c.à.c de vanille liquide"
"59","719","1⁄2 c.à.c de vanille"
"59","784","1 c.à.c de vanille"
"59","810","1 gousse de vanille"
"59","859","1 gousse de vanille"
"59","889","vanille liquide"
"59","893","1⁄2 gousse de vanille"
"59","909","1 c.à.c de vanille en poudre"
"59","913","1 c.à.c de vanille en poudre"
"60","14","4 blancs d'oeuf"
"60","46","2 blancs d'oeuf"
"60","54","4 blancs d'oeuf"
"60","107","2 blancs d'oeuf"
"60","134","4 blancs d'oeuf"
"60","152","1 blanc d'oeuf"
"60","199","2 blancs d'oeuf en plus"
"60","323","4 blancs d'oeuf"
"60","326","3 blancs d'oeuf"
"60","441","2 blancs d'oeuf"
"60","456","5 blancs d'oeuf"
"60","490","2 blancs d'oeuf"
"60","522","1 blanc d'oeuf"
"60","531","1 blanc d'oeuf"
"60","566","3 blancs d'oeuf"
"60","584","3 blancs d'oeuf"
"60","737","1 blanc d'oeuf"
"60","755","4 blancs d'oeuf"
"60","759","3 blancs d'oeuf"
"60","880","4 blancs d'oeuf"
"60","959","75 g de blanc d'oeuf à température ambiante"
"60","960","2 blancs d'oeuf"
"61","15","aneth"
"61","91","4 brins d'aneth"
"61","132","aneth"
"61","223","aneth"
"61","291","aneth ou coriandre"
"61","556","aneth"
"61","576","aneth"
"61","608","1 petit bouquet d'aneth"
"61","636","aneth"
"61","724","aneth ciselés (frais ou surgelés)"
"61","904","1 c.à.c d'aneth"
"61","925","1 c.à.s d'aneth finement ciselée"
"62","15","4 tranches de saumon fumé"
"62","28","4 tranches de saumon fumé"
"62","124","4 tranches de saumon fumé"
"62","132","2 tranches de saumon fumé"
"62","229","4 tranches de saumon fumé"
"62","291","200 g de saumon fumé"
"62","292","6 tranches de saumon fumé"
"62","361","200 g de saumon fumé en barquette"
"62","377","300 g de saumon fumé"
"62","460","4 tranches de saumon fumé"
"62","556","4 filets de saumon fumé ou de truite fumée"
"62","608","100 g de saumon fumé"
"62","609","4 tranches de saumon fumé"
"62","636","saumon fumé (environ 4 tranches)"
"62","656","2 tranches de saumon fumé"
"62","666","100 g de saumon fumé"
"62","675","200 g de saumon fumé"
"62","695","4 tranches de saumon fumé"
"62","708","150 g de saumon fumé"
"62","709","1 saumon fumé de 4 tranches"
"62","779","300 g de saumon fumé"
"62","787","3 tranches de saumon fumé"
"62","870","4 tranches de saumon fumé"
"62","888","150 g de saumon fumé"
"62","904","150 g de saumon fumé"
"62","925","200 g de saumon fumé"
"63","15","10 cl de crème fraîche épaisse"
"63","69","10 cl de crème fraîche épaisse ou liquide"
"63","196","20 cl de crème fraîche épaisse"
"63","234","50 cl de crème fraîche épaisse"
"63","255","20 cl de crème fraîche épaisse"
"63","327","20 cl de crème fraîche épaisse"
"63","361","1 gros pot de crème fraîche épaisse (50 cl)"
"63","382","1 pot de crème fraîche épaisse (20 cl)"
"63","390","2 c.à.s de crème fraîche épaisse"
"63","447","2 c.à.s de crème fraîche épaisse"
"63","470","4 c.à.s de crème fraîche épaisse"
"63","486","25 cl de crème fraîche épaisse"
"63","526","20 cl de crème fraîche épaisse"
"63","549","40 cl de crème fraîche épaisse"
"63","625","3 c.à.s de crème fraîche épaisse"
"63","661","25 cl de crème fraîche épaisse"
"63","666","250 ml de crème fraîche épaisse"
"63","694","1 pot de crème fraîche épaisse (30 cl)"
"63","702","20 cl de crème fraîche épaisse"
"63","704","25 cl de crème fraîche épaisse"
"63","720","40 cl de crème fraîche épaisse"
"63","745","1 c.à.s de crème fraîche épaisse"
"63","753","1 gros pot de crème fraîche épaisse"
"63","779","20 cl de crème fraîche épaisse à 20% MG"
"63","847","15 cl de crème fraîche épaisse"
"63","896","30 cl de crème fraîche épaisse"
"63","905","1 c.à.s de crème fraîche épaisse"
"63","937","4 c.à.s de crème fraîche épaisse"
"63","952","2 c.à.s de crème fraîche épaisse"
"64","15","menthe"
"64","442","1 botte de menthe fraîche"
"64","767","  de menthe pour la décoration"
"64","878","1 bouquet de menthe fraîche"
"64","972","menthe"
"65","17","2 pâtes feuilletées"
"65","28","1 pâte feuilletée"
"65","40","1 pâte feuilletée"
"65","48","1 pâte feuilletée"
"65","50","1 rouleau de pâte feuilletée"
"65","53","2 ronds de pâte feuilletée"
"65","70","2 pâtes feuilletées"
"65","84","2 pâtes feuilletées"
"65","112","1 pâte feuilletée"
"65","118","1 pâte feuilletée"
"65","168","1 pâte feuilletée toute prête"
"65","211","1 pâte feuilletée"
"65","275","pâte feuilletée"
"65","280","1 pâte feuilletée (toute prête ou faite maison)"
"65","284","1 pâte feuilletée"
"65","347","1 pâte feuilletée"
"65","362","1 pâte feuilletée"
"65","363","1 pâte feuilletée"
"65","365","1 pâte feuilletée"
"65","378","1 pâte feuilletée"
"65","400","1 pâte feuilletée"
"65","473","1 rouleau de pâte feuilletée"
"65","526","1 rouleau de pâte feuilletée"
"65","615","1 rouleau de pâte feuilletée"
"65","617","1 pâte feuilletée"
"65","618","1 pâte feuilletée"
"65","625","1 pâte feuilletée"
"65","636","1 pâte feuilletée"
"65","641","2 pâtes feuilletées"
"65","642","1 rouleau de pâte feuilletée"
"65","659","2 ronds de pâte feuilletée"
"65","672","1 rouleau de pâte feuilletée déjà étalée (275g)"
"65","694","1 pâte feuilletée"
