"idRecipe","nameRecipe","difficulte","prix","quantite","image"
"504","cake tendre chocolat - banane","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"505","Tomates farcies au chèvre chaud","très facile","bon marché","6 tomates","['https:__assets.afcdn.com_recipe_20160610_7950_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160610_7952_w150h150c1cx3000cy2000.webp', 'https:__assets.afcdn.com_recipe_20130712_7951_w150h150c1cx1250cy1525.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"506","côtes de porc au curry et au miel","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20180209_77493_w150h150c1cx2128cy1416cxb4256cyb2832.webp', 'https:__assets.afcdn.com_recipe_20200630_112353_w150h150c1cx1920cy2880cxb3840cyb5760.webp', 'https:__assets.afcdn.com_recipe_20160718_9914_w150h150c1cx1168cy2080.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"507","Blinis","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20130924_24124_w150h150c1cx2000cy1393.webp', 'https:__assets.afcdn.com_recipe_20180710_80568_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20130909_24126_w150h150c1cx1872cy2808.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"508","Papillote de poulet à la moutarde (recette de régime)","très facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"509","Tian provençal","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20160624_568_w150h150c1cx1500cy2248.webp', 'https:__assets.afcdn.com_recipe_20160624_566_w150h150c1cx1500cy2248.webp', 'https:__assets.afcdn.com_recipe_20130722_567_w150h150c1cx1820cy2604.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"510","Dos de cabillaud et son crumble de chorizo au parmesan","facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20160823_25144_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160920_25143_w150h150c1cx1984cy1488.webp', 'https:__assets.afcdn.com_recipe_20160929_30349_w150h150c1cx1920cy1080.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"511","Gâteau à la ricotta facile et rapide façon funambuline","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"512","Le Moelleux Chocolat d' Oncle Guillaume","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"513","Aubergine à la parmesane","facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"514","Escalopes de poulet à l'indienne","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"515","Courgettes bolognaises","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"516","Poulet coco ananas","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"517","Tartiflette aux endives","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"518","Curry d'agneau à l’indienne","facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"519","Gaspacho express ( Espagne )","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"520","Les meilleurs American Pancakes","facile","bon marché","12 gros pancakes","['https:__assets.afcdn.com_recipe_20180117_76869_w150h150c1cx2125cy1417cxb4251cyb2834.webp', 'https:__assets.afcdn.com_recipe_20200504_110552_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20200504_110551_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"521","Cake frais aux pommes et au citron","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"522","Nems (frits)","moyenne","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20170629_69914_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20170629_69915_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160404_61265_w150h150c1cx1500cy1000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"523","Carbonnade flamande à ma façon","moyenne","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20130328_53837_w150h150c1cx1000cy1504.webp', 'https:__assets.afcdn.com_recipe_20150930_52268_w150h150c1cx1224cy1632.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"524","Charlotte royale mousse au chocolat, poire et crème de marrons","difficile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20230630_143930_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20131118_47518_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20100120_51436_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"525","Pomme de terre au four","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20221006_135761_w150h150c1cx1112cy833cxb2120cyb1414.webp', 'https:__assets.afcdn.com_recipe_20180628_80000_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20130823_48510_w150h150c1cx1071cy1500.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"526","Tarte poire, chocolat, amande","très facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20230620_143624_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20130607_19373_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130815_16138_w150h150c1cx601cy360.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"527","Gâteau au yaourt et à la poire","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"528","Paupiettes de porc à la crème et aux champignons","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20181017_82770_w150h150c1cx1689cy2252cxb3378cyb4504.webp', 'https:__assets.afcdn.com_recipe_20140323_52562_w150h150c1cx1224cy1632.webp', 'https:__assets.afcdn.com_recipe_20121016_40112_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"529","Lotte à l'Armoricaine : recette savoureuse","facile","assez cher","4 personnes","['https:__assets.afcdn.com_recipe_20130627_17071_w150h150c1cx1032cy2250cxb2500cyb3571.webp', 'https:__assets.afcdn.com_recipe_20180628_80096_w150h150c1cx1897cy2529cxb3794cyb5059.webp', 'https:__assets.afcdn.com_recipe_20120729_31666_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"530","Mont d'Or au four","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20220307_129750_w150h150c1cx347cy357cxb694cyb714.webp', 'https:__assets.afcdn.com_recipe_20131219_14392_w150h150c1cx1250cy1354cxb2500cyb2708.webp', 'https:__assets.afcdn.com_recipe_20101201_14391_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"531","Bûche de Noël façon grand-mère","moyenne","bon marché","10 personnes","['https:__assets.afcdn.com_recipe_20181017_82894_w150h150c1cx1933cy2805cxb3887cyb4072.webp', 'https:__assets.afcdn.com_recipe_20121223_10898_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20110112_10897_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"532","Chantilly au mascarpone","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20130823_58441_w150h150c1cx1920cy2880.webp', 'https:__assets.afcdn.com_recipe_20220421_131334_w150h150c1cx2120cy1416cxb4240cyb2832.webp', 'https:__assets.afcdn.com_recipe_20171218_76139_w150h150c1cx540cy540cxb1080cyb1080.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"533","Gâteau roulé à la confiture","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160404_19895_w150h150c1cx1500cy1110.webp', 'https:__assets.afcdn.com_recipe_20100120_13792_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20121223_15162_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"534","Gâteau léger au chocolat","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"535","Cake aux bananes","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200218_107847_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20200218_107846_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20150728_8735_w150h150c1cx436cy289.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"536","Emincé de poulet aux tomates séchées","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"537","Gâteau léger au citron","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"538","le nouveau gâteau au chocolat (coco-llant)","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"539","Lentilles corail à l'indienne","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200513_111164_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20200513_111163_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20130222_4025_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"540","Osso buco à la milanaise","moyenne","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200512_110973_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20200512_110972_w150h150c1cx1920cy2880cxb3840cyb5760.webp', 'https:__assets.afcdn.com_recipe_20120504_1199_w150h150c1cx1140cy1750.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"541","Jardinière de légumes","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200907_113930_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20200907_113931_w150h150c1cx1849cy2773cxb3698cyb5546.webp', 'https:__assets.afcdn.com_recipe_20130327_38503_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100120_27498_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"542","Boeuf bourguignon d'automne","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"543","Pain de mie - Machine à pain","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"544","gigot d'agneau en papillote","facile","moyen","7 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"545","clafoutis aux abricots","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20181017_82871_w150h150c1cx1733cy2310cxb3466cyb4621.webp', 'https:__assets.afcdn.com_recipe_20100120_44061_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130420_47698_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"546","Tarte bananes chocolat","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20230621_143656_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20130628_381_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20130210_22337_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"547","Charlotte au chocolat","facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20171221_76206_w150h150c1cx3000cy2000cxb6000cyb4000.webp', 'https:__assets.afcdn.com_recipe_20170615_69344_w150h150c1cx2808cy1872.webp', 'https:__assets.afcdn.com_recipe_20100120_18139_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"548","Gratin Dauphinois de Claudie","très facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"549","Dauphinois de courgettes","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20180601_79379_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20140628_51512_w150h150c1cx480cy360.webp', 'https:__assets.afcdn.com_recipe_20150720_50858_w150h150c1cx2656cy1494.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"550","Buche de Noël Praliné-Chocolat de mon Arrière-Grand-Mère","moyenne","moyen","8 personnes","['https:__assets.afcdn.com_recipe_20130627_64094_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20181017_82898_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20131221_66616_w150h150c1cx302cy226.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"551","Galettes de carottes au fromage","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"552","Poulet au chorizo","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20160908_15966_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20110419_18495_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20150222_10623_w150h150c1cx480cy270.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"553","Clafoutis aux mirabelles ou aux quetsches","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20160908_4469_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20140731_30196_w150h150c1cx968cy1296.webp', 'https:__assets.afcdn.com_recipe_20100120_3727_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"555","Courgettes farcies à la ricotta et aux lardons","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20230630_143915_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20160926_1255_w150h150c1cx1872cy2808.webp', 'https:__assets.afcdn.com_recipe_20100120_894_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"556","Tarte au saumon fumé","très facile","assez cher","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"557","Courgettes carbonara","très facile","bon marché","3 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"558","Boulettes de kefta à la marocaine","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20161114_55224_w150h150c1cx1360cy1360.webp', 'https:__assets.afcdn.com_recipe_20221013_136073_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20131203_47767_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"559","Pâtes au potiron","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"560","Tagliatelles de courgettes 'à l'italienne' en salade","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"561","Dal lentilles au lait de coco","facile","bon marché","3 personnes","['https:__assets.afcdn.com_recipe_20130201_21356_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20200622_112046_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20200622_112047_w150h150c1cx1920cy2880cxb3840cyb5760.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"562","Gâteau moelleux à la farine de châtaigne","facile","moyen","7 personnes","['https:__assets.afcdn.com_recipe_20230619_143562_w150h150c1cx1920cy1080cxb3840cyb2160.webp', 'https:__assets.afcdn.com_recipe_20121208_39364_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20141118_32739_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"563","Délicieux cookies américains au beurre salé","très facile","bon marché","20 cookies","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"564","Pâte à choux d'une apprentie pâtissière","moyenne","bon marché","15 choux","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"565","Lasagnes de courgettes","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"566","Mousse de mascarpone aux fruits rouges","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"567","Fish and Chips (la vraie pâte à friture anglaise)","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20160531_29017_w150h150c1cx3000cy2000.webp', 'https:__assets.afcdn.com_recipe_20130909_29018_w150h150c1cx1000cy1500.webp', 'https:__assets.afcdn.com_recipe_20130808_32872_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"568","Soufflé aux deux fromages","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"569","Punch délicieux","très facile","assez cher","15 personnes","['https:__assets.afcdn.com_recipe_20211215_125896_w150h150c1cx2242cy4335cxb4882cyb6096.webp', 'https:__assets.afcdn.com_recipe_20180621_79734_w150h150c1cx1777cy2370cxb3555cyb4740.webp', 'https:__assets.afcdn.com_recipe_20130320_58970_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"570","Langoustines au curry et pâte feuilletée","facile","assez cher","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"571","Sauté de porc au curry maison","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"572","Far breton aux pruneaux","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180706_80427_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20130726_28335_w150h150c1cx1740cy2468.webp', 'https:__assets.afcdn.com_recipe_20131205_23137_w150h150c1cx1424cy1067.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"573","Blanquette de poulet","moyenne","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200702_112424_w150h150c1cx1920cy2880cxb3840cyb5760.webp', 'https:__assets.afcdn.com_recipe_20200227_108320_w150h150c1cx1512cy1512cxb3024cyb3024.webp', 'https:__assets.afcdn.com_recipe_20121111_952_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"574","Crumble aux fruits rouges","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20200504_110616_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20170727_70964_w150h150c1cx1728cy1152cxb3455cyb2304.webp', 'https:__assets.afcdn.com_recipe_20200504_110617_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"575","Gâteau nature moelleux léger dit gâteau anglais","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"576","Papillote de saumon super fondant aux poireaux","très facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"577","Poulet Massala","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"578","Crevettes Thailandaises à la mangue","facile","assez cher","2 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
