"idRecipe","nameRecipe","difficulte","prix","quantite","image"
"579","Roulé au nutella","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20170426_23587_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20170426_23588_w150h150c1cx3000cy2000.webp', 'https:__assets.afcdn.com_recipe_20130526_34662_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"580","Brioche de Micheline (26ème rencontre)","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20230619_143540_w150h150c1cx1920cy1080cxb3840cyb2160.webp', 'https:__assets.afcdn.com_recipe_20181003_82455_w150h150c1cx1122cy1211cxb3750cyb2500.webp', 'https:__assets.afcdn.com_recipe_20131110_52611_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"581","Pâte à crêpes légère","très facile","bon marché","20 crêpes","['https:__assets.afcdn.com_recipe_20171019_73339_w150h150c1cx1872cy2808cxb3744cyb5616.webp', 'https:__assets.afcdn.com_recipe_20180713_81015_w150h150c1cx1785cy2381cxb3571cyb4762.webp', 'https:__assets.afcdn.com_recipe_20130720_63037_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"582","Muffins aux pommes","facile","bon marché","16 muffins","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"583","Pain d'épices léger","très facile","bon marché","8 pesonnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"584","Petits gâteaux aux blancs d'oeuf (Restes de blanc d'oeuf)","très facile","bon marché","6 petits gâteaux ","['https:__assets.afcdn.com_recipe_20180302_77828_w150h150c1cx1848cy1224cxb3696cyb2448.webp', 'https:__assets.afcdn.com_recipe_20221013_136067_w150h150c1cx1920cy1080cxb3840cyb2160.webp', 'https:__assets.afcdn.com_recipe_20140906_45957_w150h150c1cx1280cy960.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"585","Far breton  très facile","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"586","Rillettes de thon au basilic","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20230313_141208_w150h150c1cx1054cy700cxb2121cyb1414.webp', 'https:__assets.afcdn.com_recipe_20130122_12781_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20160501_31892_w150h150c1cx2016cy1512.webp', 'https:__assets.afcdn.com_recipe_20230416_142160_w150h150c1cx1228cy1228cxb2457cyb2457.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"587","Tarte Bounty (choco-coco)","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20160928_3396_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20110410_3632_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20131030_3398_w150h150c1cx1920cy2676.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"588","Beignets à la banane","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160719_15567_w150h150c1cx1424cy2136.webp', 'https:__assets.afcdn.com_recipe_20110317_8465_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20140130_27387_w150h150c1cx1296cy972.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"589","Soupe de courge","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"590","Quatre quarts ultra simple","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20171120_75350_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20171120_75349_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20100120_48505_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"591","Chou-fleur gratiné au jambon","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20230620_143634_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20160223_51372_w150h150c1cx250cy375.webp', 'https:__assets.afcdn.com_recipe_20150311_51374_w150h150c1cx1250cy1455.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"592","Risotto au potiron","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"593","Tagliatelles au saumon frais","très facile","moyen","5 personnes","['https:__assets.afcdn.com_recipe_20230315_141255_w150h150c1cx1103cy787cxb2120cyb1414.webp', 'https:__assets.afcdn.com_recipe_20170105_23216_w150h150c1cx2049cy1728.webp', 'https:__assets.afcdn.com_recipe_20180621_79815_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"594","Flan coco","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20181017_82780_w150h150c1cx1809cy2412cxb3618cyb4824.webp', 'https:__assets.afcdn.com_recipe_20180223_77719_w150h150c1cx2128cy1416cxb4256cyb2832.webp', 'https:__assets.afcdn.com_recipe_20140312_65812_w150h150c1cx480cy360.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"595","Flan de carottes","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"596","Gratin de pâtes lardons et champignons","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"597","Vin chaud aux épices (Alsace)","très facile","bon marché","12 personnes","['https:__assets.afcdn.com_recipe_20221214_138438_w150h150c1cx1060cy707cxt124cyt118cxb1902cyb1262.webp', 'https:__assets.afcdn.com_recipe_20130122_23388_w150h150c1cx930cy861.webp', 'https:__assets.afcdn.com_recipe_20121209_29551_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"598","Cuisses de poulet au four","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20221010_135896_w150h150c1cx1089cy845cxt154cyt380cxb1499cyb1342.webp', 'https:__assets.afcdn.com_recipe_20180713_81225_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20120923_64412_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"599","Porc au caramel","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20180208_77417_w150h150c1cx1980cy1321cxb3960cyb2643.webp', 'https:__assets.afcdn.com_recipe_20100120_2604_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20140110_1788_w150h150c1cx2136cy1424.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"600","Rôti de porc aux pruneaux","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"601","Lapin au vin blanc","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20221013_136109_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20100120_50459_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130216_52331_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"602","Courgettes rondes farcies","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20181017_82818_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20130110_14820_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20140805_25476_w150h150c1cx480cy270.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"603","Gâteau chocolat sans beurre (avec miel et courgettes) !","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160425_22273_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160425_24949_w150h150c1cx3000cy2000.webp', 'https:__assets.afcdn.com_recipe_20170927_72427_w150h150c1cx782cy782cxb1564cyb1564.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"604","Potée de chou blanc à la saucisse","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20230619_143560_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20181003_82449_w150h150c1cx2136cy1424cxb4268cyb2843.webp', 'https:__assets.afcdn.com_recipe_20130128_2055_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"605","Magret de canard séché de Marielle (19ème rencontre Marmiton)","très facile","moyen","8 personnes","['https:__assets.afcdn.com_recipe_20130121_63876_w150h150c1cx750cy889.webp', 'https:__assets.afcdn.com_recipe_20100120_62047_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20151102_63877_w150h150c1cx1500cy2250.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"606","Croziflette","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20221010_135908_w150h150c1cx1139cy384cxb2121cyb1238.webp', 'https:__assets.afcdn.com_recipe_20191231_105964_w150h150c1cx2150cy1433cxb4300cyb2867.webp', 'https:__assets.afcdn.com_recipe_20140920_14783_w150h150c1cx1776cy1000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"607","Pain hamburger avec map","très facile","bon marché","8 pains","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"608","Tartare de saumon et sa salade de lentilles (17ème rencontre)","très facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20130328_59922_w150h150c1cx1000cy1504.webp', 'https:__assets.afcdn.com_recipe_20130419_61515_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100120_55937_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"609","Gâteau de crêpes de la mer","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"610","Fondant au chocolat délicieux","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160331_2847_w150h150c1cx1500cy1000.webp', 'https:__assets.afcdn.com_recipe_20220421_131347_w150h150c1cx2120cy1416cxb4240cyb2832.webp', 'https:__assets.afcdn.com_recipe_20130918_6206_w150h150c1cx600cy800.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"611","Chouquettes simples","très facile","bon marché","40 petits choux","['https:__assets.afcdn.com_recipe_20160405_44404_w150h150c1cx1066cy1500.webp', 'https:__assets.afcdn.com_recipe_20110302_42117_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20160401_43062_w150h150c1cx720cy1280.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"612","Tarte aux pommes normande","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180713_80985_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20121028_38030_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130305_42296_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"613","Tomates farcies facile","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"614","Cake aux olives","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180705_80209_w150h150c1cx1707cy2276cxb3414cyb4552.webp', 'https:__assets.afcdn.com_recipe_20130506_22347_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20121202_6747_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"615","Filet mignon en croûte rapide","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200622_112094_w150h150c1cx1920cy2880cxb3840cyb5760.webp', 'https:__assets.afcdn.com_recipe_20200622_112093_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20160405_35684_w150h150c1cx1500cy1000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"616","Pot-au-feu","moyenne","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20120406_8539_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20140318_16969_w150h150c1cx360cy480.webp', 'https:__assets.afcdn.com_recipe_20140408_19534_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"617","Tarte de potimarron, lardons et oignons caramélisés","facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"618","Tarte aux poires et aux amandes","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"619","Dos de cabillaud tout simple","très facile","assez cher","2 personnes","['https:__assets.afcdn.com_recipe_20180716_81276_w150h150c1cx1906cy2541cxb3812cyb5082.webp', 'https:__assets.afcdn.com_recipe_20100120_35142_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20140830_36185_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"620","Ramequins fondants chocolat framboise","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"621","Tarte amandine aux mirabelles","facile","moyen","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"622","Filet mignon au miel et gingembre","moyenne","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"623","Délice de carottes à la crème","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"624","Noix de Saint Jacques au miel, curry et pommes.","très facile","moyen","2 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"625","Feuilleté de crevettes","très facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"626","Tartare de crevettes mangue avocats","moyenne","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20130121_35948_w150h150c1cx813cy1000.webp', 'https:__assets.afcdn.com_recipe_20110307_32711_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20141212_33522_w150h150c1cx960cy540.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"627","Epaule d'agneau confite facile","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20200508_110802_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20200508_110801_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20150819_45991_w150h150c1cx512cy384.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"628","Gâteau rapide au citron","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20210917_122040_w150h150c1cx1154cy536cxb2121cyb1414.webp', 'https:__assets.afcdn.com_recipe_20180518_79160_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20180713_81179_w150h150c1cx1816cy2421cxb3632cyb4842.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
